1,This is gone with the things stolen from me.
-0.5,"I usually don't do OS upgrades, but I wanted to give this a try to see if Windows 8 would breathe some new life into my laptop. The installation was not difficult, but it did take awhile. Once it was done, I was confronted with the new Metro interface. It was mostly downhill from there. It goes without saying that Windows 8 is geared more towards tablets than it is towards desktop PCs. That is not the biggest issue that I have with Windows 8 though. The main issue that I had was that it seems that for some reason they made tasks that were easy to preform in Windows 7 a pain to preform in Windows 8.

Getting to the control panel is more of a challenge than it should be. It used to take only two clicks to get there. In Windows 8 it takes considerably more effort. In the old Start Menu, you could simply type the name of the program that you wanted to open in the search file and folders field. In Windows 8, one you use the ""charms bar"" to get to the search field. The search field is divided separately into apps, settings, etc.. This means that you can do a search for a setting (like backup for example), and you will get no results. You have to select settings from the search options for the correct items to show up. This means that you could miss a setting or an app if you don't have the right option selected. That is a big change from the unified search that was in Windows 7.

I hear that Windows 8.1 will fix a lot of the usability issues reported in Windows 8. I sure hope so. Otherwise I would not recommend it to Windows users unless you got it by default in a new PC purchase."
0.5,"I tested this software on both Windows Vista SP1 and Mac OS 10.5.6 this past weekend and it seems to work fine on both.  I used a new Wacom Intuos 4 Tablet with the software.  The software seems fairly easy to learn how to use and I think for the amount of money asked(under $100) it is a great product.  One thing I really appreciated is that Autodesk does not seem to use irritating product activation like a lot of software companies do these days.  The responsiveness of the brush engine to user input is excellent.  It provides smooth trouble free operation unlike what happens sometimes with competing products.  This makes drawing pure pleasure.

All in all this product is highly recommended as a low cost solution."
1,omg this router is amazing
1,"This is overall a great visual system for accounting , tracking, and pulling numbers and images for presentation purposes.  After you get used to everything here, it becomes second  nature (but just takes a while as with everything else).  Once I got the hang of this system, I really enjoyed it's ""depth"" the most.  Yes, it has depth (or breadth) of functionale, but what I mean is, you are really able to easily pinpoint numbers from a statement.  If you have a question about some number on an income statement, you're able to click on that for much further detail to figure out what it entails.  This kind of depth is extremely beneficial as it saves a lot of time trying to search for the meaning behind a number."
0.5,"I was very pleased with this product. It a very accurate representation of the color displayed on the site. Also, it is very difficult to find similar item in a retail store Finally, cam when it was estimated"
0,"First off if you use avchd (.mts) files then it is worth the upgrade with the hd plugin. Why ? Well it will actually convert your .mts files to mp4,psp,appletv, etc... straight from the raw .mts file which up to know was a total pain because you need imovieHD08 to read the avchd file then pull off the huge .mov file and then convert...
Tost9 will see the .mts file and work with it... Also the Toast Video Player will PLAY the .mts file ! Thats a first! However there is no editing that it can do so bummer there.

No the weird stuff... you are suppose to be able to take a avchd file and burn it on to a standard dvd-r for hi def playback on a bluray player... but my PS3 sees the disc as a data disc ... others have said there player sees it fine... so its not totally reliable yet... same goes for hd-dvd, I made a hi def disc on standard dvd-r and it played back wonderfully on my Toshiba A30 player but my xbox 360's hd drive hated the disc... so the same problem exists there too. If you really want to get your avchd onto dvd-r but play in hi def buy the Sony VRD-MC5 and save yourself a lot of grief.... But I hope Roxio will address these issues.

Other than that the Toast9 pretty much does what it always has done for cd burning....

I am excited about what Toast9 is trying to do to get avchd in motion so if you use these cameras this is the first real piece of software that can deal with these files (converting them) that I have seen for the Mac. iMovie08 just transcode the file to a different codec but Toast will read them and convert them straight from your hard drive as is... no camera hookup or card needed like imovie...

If it wasn't for the hiccups of bluray to dvd-r I would give it more stars. If your using Toast8 I really would not bother with Toast9. If your using avchd then its well worth the buy."
1,"best product out there, highly recommended"
1,Works behind the scenes and have had no virus issues. Was a little difficult to get all the old Norton stuff off. Caused some problems until it found it all.
0.5,"My mother was one of the first to use a computer dictation program back in the 90s due to a medical condition.  I wish she could see how far they've come!  This Dragon Dictate for Mac is truly astonishing.  Now, I'm not comparing it to anything recent.  I'm comparing it to the voice-recognition on my smart phone and my mom's program from the 90s.  The most shocking thing about the program:  You don't have to speak slower for the software to understand you.  Once you go through the tutorial (what I'll call it), it understands you at a high rate of speed.  The main problem (and the star deduction) is for the formatting issues. It would take awhile for me to actually be able to use the program to create a professional document; it would still be faster for me to type it and format as I go.  I will use it for shorter, less complex, or informal writings."
0,"Anti-virus and spyware programs offer some of the choicest morsels in the freeware phenomenon.

 This program is typical of its commercial genre: big, slow and a resource hog. Anti-virus and spyware programs should be left to run t night or whenever else you are not using the computer.

 I don't have any kind of formal procedure for testing spyware programs. I run a commercial anti-virus and spyware package and occasionally run freeware programs to see how each performs against the others. PCTools Spyware Doctor isn't perfect when measured against competitors. It didn't miss anything on my pretty clean system, nor did it find anything the others didn't. Identifying actual malware from entities such as legitimate Registry entries and Cookies is as tedious as it is with other programs and not as bad as some others. The great danger of these programs is that for many users, they are dangerous weapons - it is very simple to delete a critical Registry entry.

 Overall, I think experienced users would probably be just as happy - if not happier - with one of the well known freeware products. Inexperienced users might be better served with a better featured program that includes anti-virus capabilities.

Jerry"
1,Absolutely fantastic program. Beyond all my expectations. I recommend buying it and learning how to use it.
0.5,Worked as advertised.
0,"I purchased this version (2009) after taking a look at the other versions and comparing content and price. On one DVD, you are getting essentially a textbook with a few extras that will be good for years to come. I think this is a good reference for several different types of mathematics that students will encounter from middle school through college, but in all honesty, I purchased it with my daughter in mind. She's currently taking Pre-Algebra in 6th grade and I wanted to give her a leg-up by offering a supplement at home that was not her textbook.

After playing with the software myself these are my impressions.

INTERFACE: How it Looks

This program is not overly appealing visually, but it's not terrible either. If you have the sound on, the voices (several are used depending upon where you are in the program) are a bit boring. Can anyone really fix that one though?  In parts of the program the makers use a space-age theme; in the Algebra Booster for example, there is a math game designed to help kids think algebraically while doing a Pac-Man type game. I played it and found it to be 'OK'.  My 11 year old wasn't overly impressed, but I think she was expecting it to play like her other video games. Bottom line: It really looks like something from 1999 versus 2009.

CONTENT:  What's on the DVD?

For each of the math subjects: Basic Math, Pre-Algebra, Algebra I... through Calculus and Statistics, there are tabs at the top of the screen.

 ""Lessons"" has subcatagories of 'Basics' and 'Chapters'.  This is basically like a textbook or reference book that you can read when you need it.  Another tab, ""Challenge"" is a problem that in the end asks you questions, but I didn't find an answer to the question... just more questions.  I guess it's designed to help students think a bit deeper.  The third tab is ""Exercises"", which as you would imagine has questions relating to whatever subject inside a math type you are studying.  If you get the wrong answer, it tells you you're wrong, but since they are multiple choice, you never get an explanation, you just get to choose again.  You can view your score and get a report on which ones you got right and wrong to review.  ""Real Life"" is a story problem.  Using the current skill set to solve an every-day issue.  ""Animation"" is a short video illustrating the current skill. It's the company's attempt to 'cartoon up' the software. For visual learners this will be helpful, but the few I viewed were kind of stupid.

The DVD also has bonus applications:  Runes of Avalon and Calculus Ipod material.  I couldn't get the link for the ipod material to open on my computer despite having iTunes and an Ipod Touch, but the game, Runes of Avalon, did install and I played it. It's more a spacial recognition game versus a math game, but it looks good (better than the rest of the software) and the gameplay was smooth.

A strange addition to the package was a CD with animal screensavers on it. The animals look like they are licking your monitor clean. Cute, but seemed like it fell into the wrong box!

CONCLUSION: Would I buy it again? Was it what I was looking for in math-help software?

I got a heck of a deal on this one - under 10 dollars when the local warehouse store was still selling it for over thirty. If I'd paid more, I probably would be a bit irked, but for the money paid... I'm happy. I would buy it again and recommend it as a 'reference' source.

As for whether it was what I was looking for... yes and no. I expected explanations of the subjects listed. I got that and examples, just like a textbook would offer. What I didn't get was the ability to print off worksheets and answer sheets for practice. That would have been great! I found a few places online with free worksheets and some paid sites, but I had hopes that this would offer this and it didn't. Some more games would have been great too, as would the ability of the software to give feedback on a step-by-step basis, versus simply 'wrong' and then you figure it out.

This is a good math resource for any math students seeking a supplement to their current textbook, but it is not software that's filled with useful games and printable worksheets. I found the Cliff notes books (such as&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Algebra-I-Cliffs-Quick-Review/dp/076456370X/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Algebra I (Cliffs Quick Review)</a>&nbsp;to be just as helpful, but I couldn't put them on my computer and it would be much more expensive to get them all versus this dvd."
1,"This is easily the most comprehensive language instruction package I've ever seen. With four separate units, each split into several different sections -- including listening, speaking, vocabulary and grammar -- Rosetta Stone provides hours and hours of easy-to-use instruction in learning to speak and understand Japanese like an expert.

A language package like this requires the user to be a self-starter. There's nobody pushing you to use it or assessing your performance. The lack of feedback might prove challenging for some users. But if you're willing to push yourself, this system really works. (Of course, one advantage to this method is that you're able to move at your own pace.)

Rosetta Stone comes with a high price tag. But if you're serious about learning Japanese, and have the discipline to follow a program on your own, your purchase will be money well spent."
0.5,"I used pretty much all the big antivirus packages out there. Currently I am using F-Secure antivirus and I have mixed feelings about it.
Previously I used Kaspersky Security Suite and I didn't like it mostly because of the annoying firewall. As an antivirus I was always happy with it.

This package includes only the antivirus and is pretty solid. It installs without problems and it works. If you are worried about having on the CD an earlier version (build) that might have installation issues, you can always download the latest from Kaspersky and activate it with the serial number provided.

Kaspersky is a well-known name in the security software community and it always has one of the top places when somebody does a test on multiple security suites or antivirus programs.

The load on the system is not slowing it down, at least not on my machine, but maybe on older computers it could be a problem.

The only issue I have with this software is again the Kaspersky firewall. Since the firewall is not part of this package it is indirectly affecting it. Like most users, I would like to have a security suite rather than individual products made by different software vendors. In this case, I cannot have the anti-virus without having the Kaspersky firewall, therefore, no matter how good the antivirus I will not use that in combination with say Norton Firewall. This makes this product of limited value for me and I will probably not buy it by itself. The only use I can see for this as a standalone antivirus is on a test machine when you want to scan your suspect files with different antivirus programs."
1,I have used turbo tax for at least 10 years and it just keeps getting better. This is a great product.
0.5,"I like lifesafe, they are more like Norton, but cheaper. have used it for 2 yrs now"
0,"I was excited to try this accounting system since I occasionally sell various items on eBay and amazon. However, this system had way too many options for my needs, and the installation processes took FOREVER...

The graphics are nice, and it is quite user-friendly for a beginner like me. All in all though, it was too much for my needs."
0.5,"As others have noted, Clipart&More ""3.5 Million Clipart, Fonts, Photos, & More"" is not really all of that great for direct installation on the computer, but it does included a very worthwhile one year subscription to their web site that has some 7.8 million clipart images, fonts, sounds, photos, and videos. We produce a lot of advertising, brochures, and signage for our small business and having access to this many graphics is very helpful.

The quality of the media from the site ranges from very basic to professional quality and is fairly easy to search and access once you sign up.

Recommended, but only for the on-line content.

CFH"
0.5,Works well with Windows 10. No issues so far.
0.5,"The installation on my Windows 7 system took a little over 5 minutes.  The registration process initially failed, but then completed on the second attempt with no change in the registration key.

Upon launching, it detected my Logitech 920 web camera and I was able to capture a quick one minute movie of my hand moving my  usb microphone back and forth.  The program locked up on me and I was forced to cancel it and relaunch.  The brief short was rendered when the program came back up.  I was able to record some audio and incorporate it.

I didn't see any preloaded content (backgrounds, audio, and music).  Clearly, you can browse to your own and copy it into the desired location.  Also, you can add titles and end credits easily.

All things considered, the interface is easy to use and fairly straightforward. My oldest daughter (age 12) will probably enjoy using it to create animated adventures of her Monster High dolls  It might be a bit difficult for my youngest at age 5, but it seems like a project that I could help her with."
1,I switched to TaxCut this year when Turbo Tax did their flim flam on pricing. Filed my Fed and State taxes with no probem at half the price of TT. Handles Schedule C and Itemized Deductions flawlessly
0.5,"I bought Quicken after my bank dropped the software that converted downloads into Microsoft Money.  While it does work much better then the version I had previously, I believe I had the 2011 version.  It does work without most of the time with my bank downloads  It allows you break down your payments into more groupings if that is important to you."
1,item as seller described
0.5,"My daughter needed to do a project for school on her familty tree, and she used this for the project. It was great!"
0,"I have used Kaspersky for a while, because its more affordable than some other options for what you get. However it does slow the computer quite a bit. The security feature ""secure money"" whatever its called that opens a new secure window when ever you buy something, or do online banking, is a huge pain. Its very glitchy and I'm not sure how much it really helps. A full system scan takes FOREVER. I have to make sure I start it before I go to bed because they've been taking 7+ hours. The last one only took 2.5 hours and that shocked me, which is sad because that is still really long. When a scan is going, the computer is so slow I can't even use it (without flying into an impatient rage). However, I have never gotten any viruses or had any security breaches with my laptop so it appears to be doing its job."
0,"I'm a bit leery of this product. I've been a Norton customer since it first started providing security services. The product detail says 25GB of Online Backup, but I receive a 5GB Online Back Up card via Amazon Vine. Where my skepticism comes in is the product is an annual product like all other Norton products. In addition to this product being comparible to services like DropBox, Box, and SkyDrive, I looked through the TOS and the product paperwork that came in the package for what happens to my back ups provided I do NOT renew this service on an annual basis. Do I lose access to what I've already backed up? If this is the case, this could be detrimental and I would suffer a loss of my personal files. I currently have a ticket into Norton to see what happens to my files provided I do not renew. I will post their response when I receive an answer, but I am not going to back up anything until I know the answer. One would thing that this would displayed clearly somewhere in the TOS. Now the actual product is 25GB is a a good amount, however, it is still comparable to the other online storage and back up services I mentioned above. With that being said, I already pay Norton in excess of $120 for Cyber Security products and multiple family back ups across devices, do I want to give them another $25 for online storage? You may want to bypass this one, but I will post the response from Norton about the ""shelf-life"" of my back ups as soon as I hear from them."
0,"Compared to the 2002 version, there is nothing exceptional about this 2003 version of Norton SystemWorks Professional. It is just a better organized 2002 model with minor additions. Like the core 2002 base, it maintained its traditional AntiVirus, Utilities, CleanSweep, and Ghost components. Overall, it remains a good software, but surely not a-must-have upgrade, especially if you are happy with an earlier version that is not more than three years old. However, for new intending users and those with versions older than three years, grab it if you can. The price is not out of reach."
1,"Great 8-port switch.  I've owned it for over a year and it remains just warm to the touch. I have several ports at a gig and several at 100FDX.  I leave everything at autonegotiate.  There were a couple times where I switched off autonegotiate on a port and a particular PC because of an intermittent link outage and I was suspecting a problem with the autonegotiate.  But in the end, both times ended up being the same RJ-45 plug at the PC end of the 60 foot CAT-5 cable.  After finally cutting it off and crimping on a new connector, my intermittent problem went away.  This was one of my gig links.  My system maxes out at 450 Mbps point-to-point so I can't test at gig speeds.  Inserting the switch did not make any difference which is good.  One time, I configured three ports in two VLANs, (i.e. port 1 tagged to VLAN 2; port 2 untagged to default VLAN; port 3 tagged to VLAN 2 and a member of the default VLAN).  I could not get it to work with my PCs but I believe my NICs were not working properly with VLAN tags because Wireshark on all three computers never showed me a tagged frame even when I ran straight cable between two PCs configured for tagged VLANs.  In any event, while going through all these configuration changes on the switch, it never locked up or acted strangely.  The unaffected ports outside my little VLAN test remained functional.  So the only gripe I have with small devices like this is that they are too light.  They are at the mercy of the weight of the cables plugged into them.  They need lead in the bottom to hold them in place.  Alrighty then."
-0.5,good on delivery but having a problem on the install. I have last years on one computer and it keeps telling me its expired but I try to install this disc and nothing happens. I also have an apple and it says it does not expire for 3 months so that is ok but what if in 3 months it will not let me install then? Anyway I need help getting it installed on the first computer with the expired software?
0.5,"Wow. This software - Corel Video Studio Ultimate X6 - is pretty powerful and yet intuitive enough to use without too much of a learning curve, particularly if you've never used any of the previous versions.

The price is reasonable for what you get which is the Video Studio program and all of its special effect features, stop motion capabilities, subtitles, HD video support, animation, screen capture and on and on. Also some additional programs on the second disc and a number of templates are included. One flaw - no instruction manual. You need to get it online with the download instructions in the box. A slightly lesser flaw - the program creates lots of temp files. Not sure why or if there's a way to correct that. Or if it's my own user error.

I've been working on a little stop action short film. It's pretty interesting to be able to try this though I'm still in a bit of a learning curve right now which I'm muddling through bit by bit. I found some useful videos on youtube that actually did help me.

As far as output, you have the following capabilities: AVI, MPEG-2, AVCHD, MPEG-4, H.264, BDMV, HDV, QuickTime, RealVideo, Windows Media Format, 3GPP, 3GPP2, WebM, Audio: Dolby Digital Stereo, Dolby Digital 5.1, MPA, M4A, WAV, QuickTime, Windows Media Audio, Ogg Vorbis, Images: BMP, JPG, Disc: DVD (DVD-Video/DVD-VR/AVCHD), Blu-ray Disc (BDMV), Media: CD-R/RW DVD-R/RW, DVD+R/RW, DVD-R Dual Layer, DVD+R Double Layer, BD-R/RE.

This review comes from a place of a person learning, not from a seasoned film professional who has used multiple types of software and can compare across products. I think the demographic for this is, in fact, the lay person who wants to try their hand at editing. But for what it's worth, I'm really liking this and finding it not so difficult to tackle."
0.5,"NIS provides excellent protection and the family license is nice to have. The 2014 runs even faster and smoother than the 2013 did. NIS includes phishing and malware protection - or they claim to, I haven't had any known issues. Installation was fast and easy, but I know from prior experience, if I want to un-install it, it will probably take a lot longer.

The only thing I don't like is all the nagging emails and messages you get. Again this is from prior experience with Norton, they will start sending a bunch of emails and there will be pop up message dialogs will dire warnings if I fail to renew."
1,"There are a ton of digital media streaming devices out right now and a lot of them claim they work for digital signage.  They don't.  This one does.  You plug it into an HDMI on any TV or monitor, log it into your Wi-Fi and then create an account on their wensite and you can immediately create any presentation you want.  I have 3 coffee shops and this lets me create new content and post it toall of them at once with no software fee."
1,"I've always liked WordPerfect. It's really easy to use and the environment is comfortable and intuitive. This version is a clear improvement over the last one.

The tools you're used to are still there, but what makes it better is the editing tools for PDF type documents. I bought Adobe Acrobat because I needed to be able to do some things with fillable forms, but still did my formatting in WordPerfect then amended the documents in Acrobat for the functionality I needed. This version of WordPerfect, I can create the documents with all the form functions I need.

It installed easily on my Windows 7 machine. It doesn't slow down my whole system to work with it. I can open my graphics program while running WordPerfect if necessary, and it handles large documents with lots of images and tags well."
1,"Gives me what I need to support basic legal needs (agreements, contracts, lease, loans, etc.)  You need to know some legal ins and outs to make sure what you do is within the acceptable laws of your state."
